white_id,white_rating,black_id,black_rating,elo_diff,winner,victory_status,turns,moves
mimirilinguis,1026,surya9415,1916,-890,black,mate,90,d3 e5 e3 Nf6 f3 Nh5 g4 Qh4+ Kd2 Nf6 Qe1 Qxe1+ Kxe1 Be7 g5 Nd5 h4 g6 e4 Nb6 a4 d6 a5 N6d7 b4 O-O Be3 Re8 Nd2 c6 Kd1 d5 Ke2 Bxb4 exd5 cxd5 Nb3 d4 Bd2 Bxd2 Nxd2 Nc6 Re1 Nxa5 Bh3 Nf8 Bxc8 Raxc8 Kd1 Rc7 Ne2 Rec8 Nc4 Nxc4 dxc4 Rxc4 Kd2 Rxc2+ Kd3 Nd7 Rc1 Rxc1 Rxc1 Rxc1 Nxc1 Nc5+ Kc4 b6 Nb3 Nxb3 Kxb3 a5 Ka4 Kf8 Kb5 d3 Kxb6 a4 Ka5 a3 Kb4 a2 Kb3 a1=Q Kc4 Qd4+ Kb3 d2 Kc2 d1=Q#
evan_h1234,1331,chesscoach,2209,-878,black,mate,60,d4 g6 Nf3 Bg7 c4 c5 dxc5 Qa5+ Nfd2 Qxc5 e3 Nf6 f3 Qxe3+ Qe2 Qc5 Ne4 Qd4 Nxf6+ Qxf6 Nc3 O-O Nd5 Qh4+ g3 Qd4 Nxe7+ Kh8 Nxc8 Rxc8 Qe7 Nc6 Qxf7 Ne5 Qf4 Qxf4 gxf4 Nxf3+ Kf2 Nd4 Be3 Nc2 Rc1 Nxe3 Kxe3 Bxb2 Rb1 Re8+ Kf2 Bd4+ Kf3 b6 Kg4 Re3 Kg5 Rf8 Rc1 Rf5+ Kh6 Bg7#
sveenemand,1091,krluch,1958,-867,black,mate,62,e3 e5 d3 d5 Be2 f5 Bd2 Nf6 Nf3 Nc6 Nc3 e4 O-O exf3 Bxf3 a6 Rb1 Be7 h3 O-O a3 h6 Bh5 Nxh5 g4 Nf6 gxf5 Bxf5 Kg2 Bd6 Qg4 Bxg4 f3 Bh5 Ne4 dxe4 dxe4 Qe8 Ba5 Qg6+ Kf2 Nxe4+ Ke2 Ng3+ Kf2 Rxf3+ Ke1 Rxf1+ Kd2 Ne4+ Kd3 Nc5+ Kd2 Qg2+ Kc3 Be5+ Kc4 Qxc2+ Kd5 Bf3+ e4 Bxe4#
sveenemand,1091,krluch,1958,-867,black,mate,62,e3 e5 d3 d5 Be2 f5 Bd2 Nf6 Nf3 Nc6 Nc3 e4 O-O exf3 Bxf3 a6 Rb1 Be7 h3 O-O a3 h6 Bh5 Nxh5 g4 Nf6 gxf5 Bxf5 Kg2 Bd6 Qg4 Bxg4 f3 Bh5 Ne4 dxe4 dxe4 Qe8 Ba5 Qg6+ Kf2 Nxe4+ Ke2 Ng3+ Kf2 Rxf3+ Ke1 Rxf1+ Kd2 Ne4+ Kd3 Nc5+ Kd2 Qg2+ Kc3 Be5+ Kc4 Qxc2+ Kd5 Bf3+ e4 Bxe4#
samuelpro,1073,pimag-45,1939,-866,black,mate,16,d3 e5 e4 Bc5 c4 Nf6 f3 O-O g4 Nc6 h3 Nd4 b3 Nxe4 a4 Qh4#
chesswith666,1149,nytik,2013,-864,black,resign,60,d4 d5 c4 c6 Nc3 Nf6 g3 dxc4 Bg2 g6 e4 Bg7 Nf3 O-O O-O Nbd7 Bg5 h6 Bxf6 Nxf6 a4 Qb6 Qd2 a5 d5 cxd5 exd5 Rd8 Rad1 Bf5 Nh4 Bd3 Rfe1 Qc5 b3 Rac8 Qe3 Qxe3 Rxe3 Bc2 Rd2 cxb3 Rxe7 Rxc3 Rxb7 Ne4 Re2 Nc5 Ra7 Nxa4 Ree7 b2 Rxf7 b1=Q+ Bf1 Bd4 Rg7+ Bxg7 Nxg6 Bxg6
jamila1234,1348,futuro_gm22,2208,-860,black,mate,62,d4 Nf6 c3 d6 e3 g6 Qf3 Bg7 Nd2 O-O Nh3 Nc6 Ng5 h5 Bc4 d5 Bb5 h4 Bxc6 bxc6 Qf4 h3 g3 Ng4 Qf3 e5 Nxh3 Nxe3 fxe3 Bxh3 Nb3 f5 Bd2 Bg4 Qg2 e4 Nc5 Bf3 Qf1 Bxh1 Qxh1 Qd6 Nb7 Qd7 Nc5 Qe7 O-O-O a5 a4 Rab8 b3 Rxb3 Nxb3 Qa3+ Kc2 Qa2+ Kc1 Qxb3 h3 Rb8 Re1 Qb1#
hayki34,1380,chesscarl,2239,-859,black,resign,78,d4 d5 c4 e6 e3 Nf6 Nc3 Be7 Nf3 O-O Be2 dxc4 Ne5 a6 Bf3 c5 Nxc4 cxd4 Ne2 e5 Qd3 Bb4+ Kf1 Re8 a3 e4 Bxe4 Nxe4 axb4 Nxf2 Qxd4 Nxh1 Qxd8 Rxd8 Nc3 Be6 Na5 b6 Nb7 Rd7 Kg1 Ng3 Nd6 Rxd6 hxg3 Rd3 Kf1 Nd7 Ke2 Ne5 Kf2 Rd7 e4 Nd3+ Kg1 Nxc1 Rxc1 Rd4 Rc2 Rad8 b5 a5 g4 Rd2 Rxd2 Rxd2 Kh2 Rxb2 g5 Rb3 Ne2 a4 Nd4 a3 Nc2 a2 e5 Rb1
dharanidharan,1340,santio,2197,-857,black,resign,72,e4 e5 Nf3 Nc6 Bc4 Be7 Nc3 Nf6 d3 d6 h3 O-O Be3 Na5 Bb3 Nxb3 axb3 a6 Nd5 Re8 Nh2 h6 Qf3 Be6 Nc3 c5 Ng4 Nd7 Qg3 Kh7 Ne2 Rf8 Ra3 Rb8 c4 Bh4 Qf3 f5 exf5 Bxf5 g3 Bxd3 Qg2 Bxe2 Kxe2 Bg5 Bxg5 Qxg5 Qe4+ g6 h4 Qf5 Qxf5 gxf5 Ne3 f4 gxf4 exf4 Nd5 Rbe8+ Kf3 Ne5+ Kg2 f3+ Kg3 Rf7 Kh3 Rg8 Re1 Rg2 Rf1 Ng4
kurtbusch,1508,swarje,2364,-856,black,resign,30,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Bg5 Be7 O-O O-O Re1 b5 Bb3 Qc7 f4 Nc6 Bh4 Nxd4 Qxd4 d5 exd5 Bc5 Qxc5 Qxc5+
shivangithegenius,976,sorethea,1832,-856,black,resign,19,d4 g6 e4 Bg7 Bf4 e6 Bc4 Ne7 Nf3 h6 Ne5 O-O Qg4 d5 exd5 exd5 Bd3 Bxg4 Bxg6
morteza0088996655,1500,yht,2352,-852,white,resign,33,d3 e6 Nc3 Bc5 Nf3 Nf6 d4 Bb4 Bd2 d5 a3 Ba5 e3 Bd7 Bd3 O-O h4 Bxc3 Bxc3 Ne8 Ng5 h6 Nh7 Nf6 Ng5 hxg5 hxg5 Ne4 Bxe4 dxe4 Qh5 f6 g6
trrrrillionaire,1401,jeden94,2252,-851,black,mate,68,Nf3 d5 g3 Nf6 Bg2 c6 O-O Bg4 d3 e6 Nbd2 Nbd7 h3 Bh5 e4 Be7 Qe1 O-O e5 Ne8 h4 Qc7 d4 c5 c3 cxd4 cxd4 Qb6 Nb3 Rc8 Be3 f6 Qd2 Bxf3 Bxf3 fxe5 Rac1 Rxc1 Rxc1 Rxf3 Rc8 Rf8 dxe5 Nxe5 Qc1 Qb4 Nc5 d4 Nxe6 dxe3 Nxf8 exf2+ Kg2 Qe4+ Kh3 Qf5+ Kg2 f1=Q+ Qxf1 Qxc8 Qe1 Qc6+ Kh3 Bxf8 Qxe5 Nf6 h5 Qh1#
kraloyun,951,serse72,1793,-842,black,mate,52,e3 e5 d3 Bb4+ Bd2 Bxd2+ Qxd2 d5 Nc3 Nf6 Nf3 Nc6 Na4 O-O Nc3 Bg4 Ng5 h6 Nh3 Bxh3 gxh3 d4 exd4 exd4 Ne4 Re8 Bg2 Nd5 h4 f5 O-O-O fxe4 Bxe4 Ncb4 f4 Nxa2+ Kb1 Ndc3+ Ka1 Nxd1 Qxd1 Nb4 Bxb7 Rb8 Bc6 Nxc6 c3 dxc3 bxc3 Qd5 Qg4 Qa5#
s_hari,1143,erdugliano71,1984,-841,black,mate,36,e4 c5 Qf3 Nc6 Bc4 e6 Nh3 Ne5 d4 Nxf3+ gxf3 cxd4 Bg5 Be7 Bxe7 Nxe7 Nd2 d5 exd5 Nxd5 Bxd5 Qxd5 O-O-O Qxa2 Nf4 e5 Nd5 Qxd5 c4 dxc3 bxc3 Bf5 Rhe1 Qa2 f4 Qc2#
del157,1160,oggy04,2001,-841,black,mate,56,e4 c5 Nc3 Nc6 Nf3 e6 d4 cxd4 Ne2 Bc5 c3 dxc3 Nxc3 Nge7 Bg5 f6 Bf4 O-O Bd3 b6 e5 fxe5 Nxe5 Rxf4 Nf3 Bb7 Qe2 Rc8 g3 Rxf3 Qxf3 Ne5 Qe2 Bxh1 O-O-O Bf3 Bxh7+ Kxh7 Qxe5 Bxd1 Nxd1 Bd4+ Kd2 Bxe5 Ne3 Bxb2 f4 Qc7 Ke2 Qc1 Nd1 Rc2+ Kd3 Qxd1+ Ke4 Qe2#
radu45,1243,robixy,2082,-839,black,resign,62,e4 c5 c4 Nc6 f4 d6 Nf3 Nf6 d3 g6 h3 Bg7 g4 a6 Qa4 Bd7 Nc3 Nd4 Qd1 Nxf3+ Qxf3 b5 b3 b4 Ne2 Nxe4 Rb1 Nc3 Nxc3 Bxc3+ Bd2 Bg7 Bg2 Rc8 Qb7 a5 O-O O-O f5 Qc7 Qxc7 Rxc7 Rbe1 Re8 Bf4 Ra7 h4 a4 Ra1 axb3 axb3 Rxa1 Rxa1 gxf5 g5 Bxa1 h5 Rc8 Bd5 Bc6 Bxc6 Rxc6
littlecherry1107,1287,rps_1899,2126,-839,black,mate,68,a3 e5 Ra2 d5 b3 Nc6 Bb2 Be6 c3 Nf6 Qc2 Be7 d3 a5 Nd2 O-O e3 b5 Ne2 e4 f3 exd3 Qd1 dxe2 Qxe2 Rb8 Kf2 Ne5 g3 c6 Bg2 Qb6 h3 Ra8 Rh2 b4 a4 bxc3 Bxc3 Bc5 Bb2 d4 Ra3 Bxa3 Bxa3 dxe3+ Qxe3 Qxe3+ Kxe3 Rfd8 Kf2 Rxd2+ Kg1 Bxb3 f4 Nc4 Bf3 Nxa3 g4 Rxh2 h4 Ra2 f5 Rd8 g5 Ne4 Bxe4 Rd1#
mimirilinguis,1026,angel2006,1864,-838,black,mate,84,e3 d5 d4 Nf6 f3 Nc6 Bb5 Bd7 Bxc6 Bxc6 b3 e6 f4 Ne4 a4 Qh4+ Ke2 Ng3+ Kd2 Nxh1 Qe1 Bb4+ c3 Qxe1+ Kxe1 Be7 Ke2 Bh4 Nd2 O-O-O g3 Bxg3 hxg3 Nxg3+ Kf2 Ne4+ Nxe4 dxe4 Bd2 h5 Ne2 h4 Rh1 f6 Ng1 g5 Rh3 g4 Rh2 g3+ Kg2 gxh2 Kxh2 e5 Be1 exf4 exf4 e3 Ne2 Bf3 Ng1 Bd1 Nh3 Bxb3 a5 e2 Nf2 Rde8 Kh3 Re3+ Kg2 h3+ Kh2 Be6 c4 Bxc4 d5 Bxd5 Nd1 exd1=Q Bc3 Rxc3 f5 Qh1#
mastermoise,1357,raesremmurd,2193,-836,black,mate,94,c4 f5 d4 Nf6 Nc3 e6 Nf3 Bb4 e3 Bxc3+ bxc3 c6 c5 Qa5 Qd2 Ne4 Qd3 Qxc3+ Qxc3 Nxc3 Bd2 Nd5 Bc4 O-O Bxd5 exd5 Ne5 Na6 O-O Nc7 Ba5 Ne6 h3 b6 Bb4 a5 Bc3 Ba6 Rfb1 b5 Bxa5 Bb7 Bb6 f4 Nxd7 Rf7 Ne5 Rf5 Rb3 fxe3 fxe3 Raf8 Rbb1 Rf2 Rf1 Re2 Ng4 Ra8 a3 Ra4 Rf2 Rxf2 Nxf2 Rc4 h4 Rc2 a4 Ba6 axb5 Bxb5 Ra8+ Kf7 Ra7+ Kf6 Ng4+ Kg6 Ne5+ Kf5 g4+ Ke4 Re7 Rc1+ Kg2 Rc2+ Kh3 Bf1+ Kg3 Kxe3 Rxe6 Rg2+ Kh3 Kf4 Rxc6 Re2#
yalda,1433,aqwert,2267,-834,black,resign,70,e4 d5 Bd3 dxe4 Bxe4 Nf6 Nc3 Qd6 d3 Nc6 Nf3 Qe6 O-O Nxe4 Nxe4 Qd5 Re1 Bg4 Nc3 Qd8 h3 Bxf3 Qxf3 e6 Bf4 Nd4 Qd1 Bd6 Bxd6 cxd6 Ne4 Rc8 c3 Nf5 Qa4+ Rc6 Qxa7 O-O Qxb7 Rc7 Qb3 d5 Nd2 Qg5 Nf3 Qf6 c4 dxc4 dxc4 Rfc8 Rac1 Nd6 Ne5 Qe7 Qd3 f6 Ng4 Nxc4 Nxf6+ Qxf6 b3 Ne5 Qa6 Rxc1 Rxc1 Rxc1+ Kh2 Qf4+ g3 Nf3+
sphohuchiha,1322,releasethebats,2156,-834,black,mate,52,c4 Nf6 e3 d5 c5 e5 b4 a5 Ba3 axb4 Bxb4 Na6 Ba3 Nxc5 Bxc5 Bxc5 Bb5+ c6 Bd3 e4 Be2 O-O Nc3 Nd7 Bg4 f5 Bh5 Ne5 Na4 Nd3+ Kf1 Bd6 Rb1 Rxa4 Qxa4 Qh4 g3 Qxh5 Qa8 f4 exf4 Bh3+ Nxh3 Qxh3+ Ke2 Rxa8 Rxb7 Qg4+ Kf1 Qf3 Rg1 Qxf2#
vevochi,871,zher0,1701,-830,black,mate,74,e4 c5 Bc4 e6 Nf3 Nf6 O-O d5 Bb5+ Bd7 a4 Nxe4 d3 Nd6 Nc3 d4 Ne2 Nc6 Bg5 Be7 Qd2 a6 Bxc6 Bxc6 Ne5 Bxg5 Qd1 Bd5 c3 f6 Ng4 Nf5 c4 Bc6 b3 O-O b4 cxb4 Rb1 a5 c5 Qd5 f3 Ne3 Qd2 Nxg4 Qe1 Ne3 Rf2 Nc2 Qd1 Bxa4 f4 Bh6 Rb2 b3 c6 bxc6 f5 Ne3 Qd2 Nxg2 fxe6 Bxd2 Nf4 Nxf4 Rfxd2 Qxe6 h4 Qg4+ Kf2 Qg2+ Ke1 Qg1#
dead23,1293,dsom1234,2123,-830,white,mate,89,e4 e5 Nf3 Nc6 Bc4 Bc5 a3 a5 c3 Qe7 d4 exd4 cxd4 Qxe4+ Be3 d5 Nc3 Qg6 Bd3 Qxg2 Rg1 Qh3 Bf1 Qe6 dxc5 Nf6 Rxg7 h6 Qd2 Qf5 Rg3 Be6 Nd4 Qe5 f4 Qh5 f5 Bd7 Nxc6 Bxc6 Bd4 Qh4 O-O-O O-O-O Rh3 Qg5 Qxg5 hxg5 Bxf6 Rxh3 Bxd8 Rxc3+ bxc3 Kxd8 f6 Ke8 Re1+ Kd8 Re7 Be8 Bg2 d4 cxd4 b6 cxb6 cxb6 Kd2 b5 Kc3 g4 Bd5 b4+ axb4 a4 Bxf7 Bxf7 Rxf7 Ke8 Re7+ Kd8 Kb2 g3 hxg3 a3+ Kxa3 Kc8 f7 Kd8 f8=Q#
businessman47,1163,tolia,1985,-822,black,mate,22,e4 e5 Bc4 Nc6 Qf3 f5 Qxf5 Nf6 Nh3 d5 exd5 Bxf5 dxc6 bxc6 Ng5 Nd5 O-O Qxg5 d4 Nf4 dxe5 Qxg2#
taranga,1289,hknight_chess,2108,-819,black,resign,28,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Nd5 Nxd5 Qxd5 c6 Qd3 Qa5+ Bd2 Qxa4 O-O Bf6 Qc3 Bxc3
taranga,1289,hknight_chess,2108,-819,black,resign,28,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Nd5 Nxd5 Qxd5 c6 Qd3 Qa5+ Bd2 Qxa4 O-O Bf6 Qc3 Bxc3
taranga,1289,hknight_chess,2108,-819,black,resign,28,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Nd5 Nxd5 Qxd5 c6 Qd3 Qa5+ Bd2 Qxa4 O-O Bf6 Qc3 Bxc3
taranga,1289,hknight_chess,2108,-819,black,resign,28,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Nd5 Nxd5 Qxd5 c6 Qd3 Qa5+ Bd2 Qxa4 O-O Bf6 Qc3 Bxc3
dead23,1295,dsom1234,2112,-817,black,resign,28,e4 e5 Nf3 d6 Nc3 Nf6 d4 Nbd7 dxe5 dxe5 Bg5 Bc5 Bc4 c6 O-O b5 Bb3 O-O a4 b4 Na2 a5 c3 Ba6 Re1 Qb6 cxb4 Bxf2+
efeozbakir1,1210,hakanerkam,2026,-816,black,mate,38,d4 d5 Bg5 h6 Bf4 Nf6 e3 Bf5 Bb5+ c6 Ba4 e6 Bxb8 Rxb8 Nf3 Bd6 O-O O-O Kh1 Bg4 g3 Ne4 Nc3 Qf6 Nxe4 dxe4 h3 Bxf3+ Kh2 Bxd1 Raxd1 Qh4 Rg1 f5 Kh1 Qh5 g4 Qxh3#
efeozbakir1,1211,hakanerkam,2025,-814,black,mate,96,d4 Nf6 Nf3 d5 e3 Bf5 Bb5+ c6 Ba4 e6 Ne5 Bd6 Nf3 O-O O-O c5 Bd2 Nc6 Qe1 Bg4 Ba5 Qxa5 Qxa5 Nxa5 h3 Bxf3 gxf3 cxd4 Na3 Bxa3 bxa3 dxe3 fxe3 Nc4 Bb3 Nxe3 Rfe1 d4 Ba4 b5 Bb3 Rac8 a4 bxa4 Bxa4 Nxc2 Bxc2 Rxc2 Rac1 Rfc8 Rxc2 Rxc2 Rb1 h6 Rb8+ Kh7 Rb1 d3 Rd1 d2 Kf1 Rc1 Ke2 Rxd1 Kxd1 Nd5 Kxd2 Kg6 a4 Kf5 Kd3 Kf4 Ke2 Nc3+ Kf2 Nxa4 h4 Nc3 Kg2 a5 Kf1 a4 Ke1 a3 Kd2 a2 Kc1 a1=Q+ Kc2 Ke3 f4 Kd4 f5 Qb1+ Kd2 Qd1#
kylecuver1,999,thebadfish,1810,-811,black,mate,34,e4 f5 f3 Nf6 Bd3 fxe4 fxe4 e6 Nf3 d5 Nd4 dxe4 Bb5+ c6 Bc4 Bd6 Nc3 Nd5 Bxd5 Qh4+ Kf1 exd5 Nf5 O-O g3 Rxf5+ Kg2 Rg5 d3 Bh3+ Kg1 Rxg3+ hxg3 Qxg3#
kylecuver1,999,thebadfish,1810,-811,black,mate,46,e4 c5 d3 Nc6 Nc3 g6 Nf3 Bg7 Bd2 Nf6 g3 d5 Bg2 dxe4 dxe4 Bg4 Qe2 Nd4 Qd1 Qd7 Be3 Rd8 Bxd4 cxd4 Ne2 Nxe4 Nexd4 Bxd4 Nxd4 Bxd1 c3 Nxf2 Kxf2 Ba4 b3 Bc6 Nxc6 bxc6 h4 Qd2+ Kg1 Qe3+ Kf1 Rd2 Rh2 Qf2#
kylecuver1,999,thebadfish,1810,-811,black,mate,48,e4 d5 exd5 c6 dxc6 Nxc6 Nf3 e5 d3 Bg4 Be2 Bc5 Rf1 Nf6 Be3 Bxe3 fxe3 Qb6 Qd2 Qxb2 Na3 Qxa1+ Bd1 e4 dxe4 Nxe4 Qd5 Qc3+ Ke2 O-O Qxe4 Bxf3+ Kxf3 Qxa3 Qd5 Rad8 Qc4 Ne5+ Ke4 Nxc4 Be2 Rfe8+ Kf3 Rxe3+ Kf2 Rxe2+ Kxe2 Qe3#
kylecuver1,1003,thebadfish,1813,-810,draw,draw,65,e4 c5 d3 Nc6 Nf3 d6 Nc3 e6 Be3 Nf6 h3 Be7 g4 h5 Rg1 h4 a3 Bd7 Bg5 Ng8 Bxe7 Qxe7 Qe2 g5 Qe3 f6 d4 cxd4 Nxd4 Nxd4 Qxd4 Bc6 Bb5 Qc7 a4 e5 Bxc6+ Qxc6 Qd2 Ne7 O-O-O Rd8 b3 Rc8 Kb2 a6 Nd5 Nxd5 exd5 Qc5 c4 a5 f3 Ke7 Qc2 Qe3 Qf5 Qf2+ Kc1 Qe3+ Kb2 Qf2+ Kc1 Qe3+ Kb2
supersapien55,1455,doraemon61,2264,-809,black,resign,58,e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 d6 O-O e6 d3 Nge7 Qe1 h6 Qh4 Nd4 Nxd4 cxd4 Ne2 d5 Bb3 dxe4 dxe4 O-O f5 Qb6 Kh1 g5 Bxg5 hxg5 Qxg5 exf5 Qxe7 Bf6 Qa3 fxe4 Rf4 d3 cxd3 exd3 Ng3 Be5 Rb4 Qh6 Kg1 Qe3+ Kh1 Bxg3 hxg3 Qxg3 Rb1 Kg7 Rf1 Rh8+ Kg1 Qe3+
supersapien55,1455,doraemon61,2264,-809,black,resign,70,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O Nf3 d6 a3 Bxc3+ bxc3 Nc6 e4 e5 d5 Na5 Bg5 h6 Bh4 Bg4 Nd2 g5 Bg3 Bd7 Be2 Bg4 Bxg4 Nxg4 h3 Nf6 O-O Nd7 Rab1 b6 h4 gxh4 Bh2 Qg5 Nf3 Qg4 Nd2 h3 g3 Nc5 f3 Qg5 Kh1 Qe3 Rbe1 Qd3 Qc1 Kh7 f4 Nxc4 Nxc4 Qxc4 fxe5 Qa2 Rg1 Nd3 Qe3 Nf2+ Qxf2 Qxf2 Ref1 Qe2 Re1 Qf3+
supersapien55,1455,doraemon61,2264,-809,black,resign,46,e4 c6 d4 d5 e5 Bf5 Ne2 g6 Ng3 Be6 Bd3 Nh6 Bxh6 Bxh6 O-O O-O f4 Qb6 Ne2 c5 c3 cxd4 cxd4 Nc6 f5 Nxd4 Nxd4 Qxd4+ Kh1 Qxb2 fxe6 Qxa1 exf7+ Rxf7 Rxf7 Kxf7 Qf3+ Kg7 Qxd5 Rc8 g3 Qb2 Bc4 Qxb1+ Kg2 Qc2+
misfox,1097,muddel,1902,-805,black,mate,68,e4 c6 Qh5 Nf6 Qf3 e5 c4 d6 b3 Bg4 Qg3 Be7 f3 Be6 h4 Nh5 Qh2 Nd7 d3 h6 Bd2 Qb6 Be2 O-O-O Nc3 g5 hxg5 hxg5 Nd1 Bf6 Nb2 Nf4 Nh3 Nxh3 gxh3 Rxh3 Qg2 Rdh8 Rxh3 Rxh3 O-O-O Nc5 b4 Nd7 a3 d5 exd5 cxd5 cxd5 Bf5 Nc4 Qc7 Kb1 Kb8 Bxg5 Bxg5 Qxg5 Rh2 Qxf5 Rxe2 Qxf7 b5 d6 Qc8 Na5 Qc2+ Ka1 Qb2#
crazyscientist2,1500,unicornz,2305,-805,black,mate,122,e4 c5 Nc3 d6 f4 g6 Nf3 Bg7 Bc4 Nc6 d3 Nf6 O-O O-O Qe1 Nd4 Nxd4 cxd4 Ne2 d5 exd5 Nxd5 Qg3 Bf5 Qf2 Nb4 Ng3 e6 Nxf5 exf5 a3 Nc6 Bb5 Rc8 Bd2 a6 Bc4 b5 Ba2 Ne7 Bb4 Re8 Rae1 Qd7 Re2 Nd5 Rfe1 Rxe2 Rxe2 Nxb4 axb4 Qd6 Qe1 Rf8 Re8 Qxf4 Bb3 h5 g3 Qd6 Qe2 Kh7 Rxf8 Qxf8 Qf3 Qxb4 Qd5 Qe1+ Kg2 Qe2+ Kh3 Qg4+ Kg2 h4 Qf3 Qxf3+ Kxf3 hxg3 hxg3 Kg8 Kf4 Kf8 Bd5 Ke7 Bb7 a5 Ba6 b4 Bc4 f6 Kf3 Bh6 b3 Bd2 g4 fxg4+ Kxg4 f5+ Kf3 Kf6 Ke2 Bc1 Kf3 g5 Bd5 g4+ Kg3 Kg5 Be6 f4+ Kg2 f3+ Kf2 Kf4 Bf7 Be3+ Kf1 g3 Bh5 g2+ Ke1 g1=Q#
crazyscientist1,1500,unicornz,2305,-805,draw,draw,66,e4 e5 f4 d5 exd5 exf4 Qf3 Nf6 Nc3 Bd6 Bb5+ Nbd7 Nge2 O-O d4 g5 h4 g4 Qf2 Nb6 Bxf4 Nbxd5 Bxd6 Qxd6 Nxd5 Nxd5 O-O f5 Bc4 c6 Nf4 Be6 Nxd5 Bxd5 Bxd5+ Qxd5 Qf4 Rf7 Qg5+ Kh8 c3 Rg8 Qf4 Re8 Rae1 Rxe1 Rxe1 Qd8 Qe5+ Qf6 Qxf6+ Rxf6 Re7 g3 Kf1 f4 Rxb7 Rh6 Rxa7 Rxh4 Ke2 Rh1 a3 Rc1 Kd2 Rf1
austindecoder,838,walledmisk,1642,-804,black,resign,44,e3 e6 d3 g6 h4 Bg7 a4 Nf6 Ra3 O-O Rhh3 b6 Rab3 Nc6 Rhg3 Na5 Rbc3 Nh5 b4 Bxc3+ Ke2 Bxb4 c3 Nxg3+ Ke1 Qxh4 Kd2 Nf5 Na3 Qxf2+ Qe2 Bxc3+ Kxc3 Qxg1 Qf2 Qxf2 Nc4 Nxc4 Ba3 Nxa3 Kb3 Nc2 Kc3 Ncxe3
crazyscientist1,1015,bz,1818,-803,white,mate,115,e4 c5 Nc3 e6 f4 a6 a4 b6 Bc4 Bb7 d3 Nc6 Nf3 Qc7 O-O Nge7 Qe1 d6 Qg3 Ng6 h3 Be7 f5 exf5 exf5 Nge5 Qxg7 Rf8 Qxh7 Nxc4 dxc4 Nb4 Nd5 Bxd5 cxd5 Bf6 Bg5 Rh8 Rfe1+ Kd7 Qxf7+ Kc8 Qxc7+ Kxc7 Bxf6 Rhf8 Bg7 Rxf5 Re7+ Kd8 Rae1 Nxd5 Re8+ Kd7 Rxa8 Nb4 Ra7+ Kc6 c3 Nd3 Ree7 Nxb2 Rac7+ Kd5 Rf7 Rxf7 Rxf7 Nxa4 Rf5+ Kc4 Rf4+ Kb5 Nd2 d5 Rf5 Kc6 Rf6+ Kd7 Rf7+ Ke6 Ra7 a5 Nb3 Kf5 Nxa5 bxa5 Rxa5 d4 cxd4 Ke4 Rxa4 cxd4 Rxd4+ Kf5 Kf2 Kg6 Kf3 Kxg7 Kf4 Kg6 Rd5 Kh6 Rg5 Kh7 Kf5 Kh6 Kf6 Kh7 Rg6 Kh8 Kf7 Kh7 Re6 Kh8 Rh6#
picchiolu,1820,lance5500,2621,-801,black,mate,52,e4 c5 Nf3 d6 d4 Nf6 Bb5+ Bd7 Bxd7+ Qxd7 Nc3 cxd4 Nxd4 Nc6 Be3 Ng4 O-O Nxe3 fxe3 g6 Qf3 Ne5 Qe2 Bg7 Rad1 O-O Nd5 e6 Nf6+ Bxf6 Rxf6 Kg7 Rdf1 Rac8 c3 a6 Qf2 Ng4 Rxg6+ fxg6 Nxe6+ Qxe6 Qg3 Rxf1+ Kxf1 Rf8+ Ke2 Qxe4 Qxd6 Rf2+ Kd1 Qb1#
xbishop,1023,gideoni,1821,-798,black,resign,36,e4 e5 Nf3 d6 Bc4 Bg4 O-O Nc6 d3 Nd4 Bg5 f6 Be3 Nxf3+ Kh1 Nxh2 Qe1 Nxf1 Qxf1 Qd7 f3 Bh5 g4 Bf7 Bxf7+ Qxf7 d4 b6 b3 h5 Qc4 hxg4+ Kg1 Qxc4 bxc4 gxf3
